"code","created","name","market_cap","price","open_price","high_price","low_price","gap","gap_ratio","trading_volume","institutional_volume","foreign_volume","foreign_ratio","forum_url","forum_count","forum_view","forum_like","forum_unlike","forum_title_length_avg","forum_content_length_avg","forum_reply_count","year","month","day"
"058470",2022-04-04,리노공업,27284,179000,178300,180100,177500,1100,-0.61,35438,-11774,-1607,47.91,https://finance.naver.com/item/board.naver?code=058470,,,,,,,,2022,4,4
"068760",2022-04-04,셀트리온제약,35237,96400,96900,97400,95900,500,-0.52,88142,-22522,1238,7.47,https://finance.naver.com/item/board.naver?code=068760,10,1894,11,7,11.1,38.8,12,2022,4,4
"278280",2022-04-04,천보,33720,337200,335000,341900,334300,1100,-0.33,60195,-20001,11760,10.0,https://finance.naver.com/item/board.naver?code=278280,1,459,3,0,4.0,24.0,0,2022,4,4
"003380",2022-04-04,하림지주,11929,10650,10750,10800,10500,50,-0.47,345305,14929,-109000,7.24,https://finance.naver.com/item/board.naver?code=003380,8,1513,20,23,15.25,27.625,2,2022,4,4
"376300",2022-04-04,디어유,12945,58900,60800,61100,58400,1200,-2.0,124384,-40086,-8867,1.67,https://finance.naver.com/item/board.naver?code=376300,1,361,0,2,8.0,26.0,1,2022,4,4
"298380",2022-04-04,에이비엘바이오,12536,26550,26050,26800,25850,600,2.31,514990,11001,-50584,3.04,https://finance.naver.com/item/board.naver?code=298380,67,17026,353,79,12.970149,58.104477,63,2022,4,4
"145020",2022-04-04,휴젤,13612,109900,120700,120700,109400,10800,-8.95,477844,-68972,-110249,68.78,https://finance.naver.com/item/board.naver?code=145020,387,45444,703,230,12.501292,50.10336,213,2022,4,4
"112040",2022-04-04,위메이드,34681,103300,100600,103800,98000,2700,2.68,538911,1518,108261,6.17,https://finance.naver.com/item/board.naver?code=112040,253,37125,849,220,13.185771,66.95257,181,2022,4,4
"066970",2022-04-04,엘앤에프,82602,229900,227200,232000,225100,2600,1.14,483465,51545,-28177,21.04,https://finance.naver.com/item/board.naver?code=066970,87,21313,325,221,13.827586,98.18391,87,2022,4,4
"032500",2022-04-04,케이엠더블유,13778,34600,34650,35000,34300,250,0.73,139307,8633,-44812,3.85,https://finance.naver.com/item/board.naver?code=032500,12,2821,5,4,6.5833335,39.166668,16,2022,4,4
"240810",2022-04-04,원익IPS,18235,37150,37000,37350,36700,50,0.13,157772,22526,-43524,19.4,https://finance.naver.com/item/board.naver?code=240810,2,660,0,0,7.0,23.0,3,2022,4,4
"056190",2022-04-04,에스에프에이,14238,39650,39650,39800,38500,0,0.0,126227,11997,1054,15.01,https://finance.naver.com/item/board.naver?code=056190,4,1104,13,5,18.5,62.25,7,2022,4,4
"299900",2022-04-04,위지윅스튜디오,16324,38200,38150,38850,37650,150,0.39,178064,-8734,-4621,6.47,https://finance.naver.com/item/board.naver?code=299900,5,1739,5,11,7.4,15.2,5,2022,4,4
"293490",2022-04-04,카카오게임즈,61387,78800,79000,79500,77900,200,-0.25,498662,41576,-36118,10.85,https://finance.naver.com/item/board.naver?code=293490,263,28136,319,189,12.730038,43.730038,159,2022,4,4
"086520",2022-04-04,에코프로,21578,90000,88600,90000,88000,800,0.9,187326,7505,41395,8.61,https://finance.naver.com/item/board.naver?code=086520,35,6895,80,114,13.771428,35.45714,27,2022,4,4
"035900",2022-04-04,JYP Ent.,22150,62400,64000,64400,61200,500,-0.79,580145,-91307,-37175,25.67,https://finance.naver.com/item/board.naver?code=035900,55,9754,303,167,14.381818,102.65455,33,2022,4,4
"028300",2022-04-04,HLB,32836,30800,30400,31000,30000,100,0.33,421689,25462,-50231,13.34,https://finance.naver.com/item/board.naver?code=028300,141,16875,278,78,10.943262,57.148937,72,2022,4,4
"222800",2022-04-04,심텍,17233,54100,53500,54200,53100,100,-0.18,568193,-125356,22957,15.77,https://finance.naver.com/item/board.naver?code=222800,22,7609,67,49,16.045454,126.36364,31,2022,4,4
"215200",2022-04-04,메가스터디교육,11957,100800,101500,102300,99900,1200,-1.18,47799,3682,429,31.94,https://finance.naver.com/item/board.naver?code=215200,2,277,13,4,12.5,16.5,0,2022,4,4
"357780",2022-04-04,솔브레인,18793,241600,238800,242300,235000,2700,1.13,12157,1071,-1745,27.93,https://finance.naver.com/item/board.naver?code=357780,2,463,5,2,8.5,25.0,4,2022,4,4
"053800",2022-04-04,안랩,11896,118800,121300,123500,118600,800,-0.67,361862,7781,3057,30.99,https://finance.naver.com/item/board.naver?code=053800,243,88263,725,521,13.292181,133.11111,221,2022,4,4
"263750",2022-04-04,펄어비스,69003,104200,100300,105200,100300,2900,2.86,344921,55319,34568,13.45,https://finance.naver.com/item/board.naver?code=263750,170,24854,324,266,13.682353,96.18235,168,2022,4,4
"034230",2022-04-04,파라다이스,15915,17500,17350,17550,17100,250,1.45,918898,175879,-1205,5.1,https://finance.naver.com/item/board.naver?code=034230,11,2841,31,11,13.636364,55.454544,9,2022,4,4
"253450",2022-04-04,스튜디오드래곤,27523,91700,92200,92500,91000,500,-0.54,46155,10504,-8236,10.95,https://finance.naver.com/item/board.naver?code=253450,4,1432,5,2,12.25,71.5,9,2022,4,4
"030190",2022-04-04,NICE평가정보,11961,19700,19450,19850,19450,150,0.77,40698,8066,-4500,38.49,https://finance.naver.com/item/board.naver?code=030190,1,188,0,0,25.0,99.0,2,2022,4,4
"096530",2022-04-04,씨젠,26217,50200,49750,50400,49700,100,0.2,201076,9780,-2318,16.95,https://finance.naver.com/item/board.naver?code=096530,142,18334,617,214,13.077465,91.12676,112,2022,4,4
"064760",2022-04-04,티씨케이,14944,128000,130400,130400,126500,2800,-2.14,40694,6331,-20368,68.23,https://finance.naver.com/item/board.naver?code=064760,2,517,5,0,17.5,25.0,3,2022,4,4
"036930",2022-04-04,주성엔지니어링,12183,25250,25200,25350,24350,250,-0.98,728282,19151,21560,13.67,https://finance.naver.com/item/board.naver?code=036930,8,3439,30,22,6.75,52.375,6,2022,4,4
"195940",2022-04-04,HK이노엔,13021,45050,44700,45150,44350,350,0.78,119627,-3401,32971,3.4,https://finance.naver.com/item/board.naver?code=195940,22,3492,31,21,13.681818,34.545456,20,2022,4,4
"247540",2022-04-04,에코프로비엠,89088,388700,389900,392200,384000,1600,-0.41,124003,-9277,-12596,12.42,https://finance.naver.com/item/board.naver?code=247540,42,9184,155,119,14.023809,49.42857,65,2022,4,4
"078600",2022-04-05,대주전자재료,15202,98200,94900,99800,94700,4400,4.69,363482,9811,48390,13.14,https://finance.naver.com/item/board.naver?code=078600,18,6077,72,5,11.388889,36.833332,15,2022,4,5
"003380",2022-04-05,하림지주,11761,10500,10700,10700,10400,150,-1.41,202513,-5170,-46071,7.29,https://finance.naver.com/item/board.naver?code=003380,10,1276,20,9,15.8,49.7,5,2022,4,5
"240810",2022-04-05,원익IPS,18726,38150,37400,38500,37350,1000,2.69,276560,-2907,59155,19.29,https://finance.naver.com/item/board.naver?code=240810,7,1613,5,3,14.428572,66.71429,2,2022,4,5
"030190",2022-04-05,NICE평가정보,11930,19650,19600,19750,19400,50,-0.25,44864,-58,533,38.48,https://finance.naver.com/item/board.naver?code=030190,,,,,,,,2022,4,5
"145020",2022-04-05,휴젤,13810,111500,110800,113100,108400,1600,1.46,246609,44783,-57850,67.89,https://finance.naver.com/item/board.naver?code=145020,133,18202,219,132,13.315789,51.8797,114,2022,4,5
"098460",2022-04-05,고영,12735,18550,18600,18750,18350,50,0.27,194879,-1315,-24851,63.19,https://finance.naver.com/item/board.naver?code=098460,4,802,4,7,11.5,38.5,8,2022,4,5
"058470",2022-04-05,리노공업,27467,180200,179900,180800,178100,1200,0.67,29034,-2998,734,47.87,https://finance.naver.com/item/board.naver?code=058470,3,470,3,0,15.0,21.666666,1,2022,4,5
"048260",2022-04-05,오스템임플란트,20386,142700,0,0,0,0,0.0,0,0,0,43.77,https://finance.naver.com/item/board.naver?code=048260,15,3549,68,38,15.466666,208.26666,20,2022,4,5
"196170",2022-04-05,알테오젠,24053,56400,55900,56800,55300,600,1.08,123159,-31439,20733,11.97,https://finance.naver.com/item/board.naver?code=196170,64,9500,444,238,13.6875,63.6875,41,2022,4,5
"064760",2022-04-05,티씨케이,14909,127700,127100,130200,127100,300,-0.23,23665,2746,-1515,68.02,https://finance.naver.com/item/board.naver?code=064760,,,,,,,,2022,4,5
"005290",2022-04-05,동진쎄미켐,19460,37850,39000,39150,37750,750,-1.94,674653,-141583,-45747,8.42,https://finance.naver.com/item/board.naver?code=005290,40,9605,139,188,15.2,52.4,33,2022,4,5
"034230",2022-04-05,파라다이스,16097,17700,17700,18250,17150,200,1.14,2248386,392100,158402,5.1,https://finance.naver.com/item/board.naver?code=034230,27,5739,24,15,11.333333,35.037037,17,2022,4,5
"299900",2022-04-05,위지윅스튜디오,16986,39750,38800,40300,38800,1550,4.06,375155,4957,28806,6.46,https://finance.naver.com/item/board.naver?code=299900,15,4000,34,10,10.0,38.666668,7,2022,4,5
"036930",2022-04-05,주성엔지니어링,12014,24900,25600,26100,24700,350,-1.39,642261,-125815,-61394,13.7,https://finance.naver.com/item/board.naver?code=036930,26,4142,87,74,13.153846,53.076923,8,2022,4,5
"032500",2022-04-05,케이엠더블유,13838,34750,34800,35500,34550,150,0.43,237216,7992,-39237,3.77,https://finance.naver.com/item/board.naver?code=032500,8,2422,21,7,12.625,34.375,3,2022,4,5
"039030",2022-04-05,이오테크닉스,14143,114800,108500,115000,107500,6800,6.3,191534,14911,8876,15.6,https://finance.naver.com/item/board.naver?code=039030,13,4014,18,7,8.615385,20.76923,9,2022,4,5
"137400",2022-04-05,피엔티,11507,50600,52000,52000,50300,900,-1.75,209812,-9366,-57733,8.52,https://finance.naver.com/item/board.naver?code=137400,26,6278,64,24,14.923077,64.92308,24,2022,4,5
"025900",2022-04-05,동화기업,17858,88400,85600,89700,85000,4000,4.74,327800,111433,-37562,43.16,https://finance.naver.com/item/board.naver?code=025900,7,2392,7,1,9.571428,23.571428,11,2022,4,5
"056190",2022-04-05,에스에프에이,14292,39800,39700,39950,39400,150,0.38,65606,10489,3561,14.96,https://finance.naver.com/item/board.naver?code=056190,9,2119,15,12,11.111111,39.666668,11,2022,4,5
"278280",2022-04-05,천보,33990,339900,341100,343200,337200,2700,0.8,73567,7248,2336,10.11,https://finance.naver.com/item/board.naver?code=278280,2,482,0,3,10.0,40.0,2,2022,4,5
"214150",2022-04-05,클래시스,14445,22300,22600,22900,22050,300,-1.33,549234,-47053,44793,65.41,https://finance.naver.com/item/board.naver?code=214150,17,2882,24,19,10.941176,59.0,11,2022,4,5
"053800",2022-04-05,안랩,12177,121600,119300,122200,118800,2800,2.36,319867,5946,21444,31.02,https://finance.naver.com/item/board.naver?code=053800,174,56337,535,357,11.867816,86.86207,84,2022,4,5
"035760",2022-04-05,CJ ENM,29078,132600,134900,134900,132000,1800,-1.34,54073,-5085,-4595,21.4,https://finance.naver.com/item/board.naver?code=035760,9,2186,56,8,12.666667,52.11111,6,2022,4,5
"028300",2022-04-05,HLB,32889,30850,30850,31400,30600,50,0.16,313885,-9857,-53717,13.27,https://finance.naver.com/item/board.naver?code=028300,99,11126,219,75,12.69697,57.767677,64,2022,4,5
"247540",2022-04-05,에코프로비엠,95093,414900,394900,414900,392900,26200,6.74,383800,39614,50120,12.32,https://finance.naver.com/item/board.naver?code=247540,113,22688,307,208,14.026548,80.132744,100,2022,4,5
"067160",2022-04-05,아프리카TV,17472,152000,154200,154700,151800,1600,-1.04,84430,9988,-28179,40.62,https://finance.naver.com/item/board.naver?code=067160,17,2619,24,15,8.764706,24.647058,4,2022,4,5
"122870",2022-04-05,와이지엔터테인먼트,12143,65800,70300,70300,65200,4500,-6.4,1212087,-298352,-190415,8.16,https://finance.naver.com/item/board.naver?code=122870,254,36810,812,556,11.937008,52.787403,108,2022,4,5
"298380",2022-04-05,에이비엘바이오,12229,25900,26750,26800,25750,650,-2.45,438310,-91104,-43423,2.88,https://finance.naver.com/item/board.naver?code=298380,75,11634,320,85,10.76,70.84,47,2022,4,5
"078340",2022-04-05,컴투스,14835,115300,115100,116500,114400,1400,1.23,114437,-1894,12357,11.08,https://finance.naver.com/item/board.naver?code=078340,48,12324,220,67,14.333333,73.104164,56,2022,4,5
"108320",2022-04-05,LX세미콘,23909,147000,149000,149500,146200,1000,-0.68,128005,13536,-14870,35.07,https://finance.naver.com/item/board.naver?code=108320,15,5416,41,59,13.8,82.6,16,2022,4,5
"035900",2022-04-05,JYP Ent.,22008,62000,61900,62900,60700,400,-0.64,558952,-61218,56962,25.55,https://finance.naver.com/item/board.naver?code=035900,47,12085,446,143,13.148936,68.74468,59,2022,4,5
"237690",2022-04-05,에스티팜,18414,97900,97700,98800,97100,200,0.2,81653,-9871,-4713,0.0,https://finance.naver.com/item/board.naver?code=237690,47,13713,128,89,14.297873,110.34042,41,2022,4,5
"066970",2022-04-05,엘앤에프,82746,230300,233800,239800,229000,400,0.17,765915,-64854,99925,20.84,https://finance.naver.com/item/board.naver?code=066970,231,39605,548,433,12.839827,57.87013,258,2022,4,5
"096530",2022-04-05,씨젠,26583,50900,50700,51500,50400,700,1.39,356774,98227,39264,16.95,https://finance.naver.com/item/board.naver?code=096530,163,23135,527,338,14.128835,105.85276,123,2022,4,5
"195940",2022-04-05,HK이노엔,13007,45000,45150,45200,44850,50,-0.11,91873,-13686,-9394,3.53,https://finance.naver.com/item/board.naver?code=195940,34,4968,48,23,11.294118,95.05882,29,2022,4,5
"222800",2022-04-05,심텍,17042,53500,54600,55400,53300,600,-1.11,558252,-22588,-97186,16.08,https://finance.naver.com/item/board.naver?code=222800,22,5789,46,42,12.136364,30.272728,17,2022,4,5
"141080",2022-04-05,레고켐바이오,11591,47800,47200,48050,46750,850,1.81,132816,37240,-28242,8.56,https://finance.naver.com/item/board.naver?code=141080,14,2165,10,14,9.285714,29.714285,26,2022,4,5
"112040",2022-04-05,위메이드,35487,105700,104200,107300,103500,2400,2.32,615786,12214,114257,6.5,https://finance.naver.com/item/board.naver?code=112040,159,27943,554,198,12.886792,62.710693,159,2022,4,5
"068760",2022-04-05,셀트리온제약,35201,96300,96400,97000,95600,100,-0.1,65306,-8641,-2149,7.37,https://finance.naver.com/item/board.naver?code=068760,18,1439,9,7,11.5,51.0,2,2022,4,5
"215200",2022-04-05,메가스터디교육,11933,100600,100700,101400,99800,200,-0.2,52297,10012,-5375,31.89,https://finance.naver.com/item/board.naver?code=215200,4,649,17,9,12.5,34.75,7,2022,4,5
"357780",2022-04-05,솔브레인,18669,240000,242000,246200,239700,1600,-0.66,14108,-3077,-4349,27.81,https://finance.naver.com/item/board.naver?code=357780,1,158,2,3,2.0,29.0,0,2022,4,5
"348370",2022-04-05,엔켐,14666,96400,100700,100700,95500,2500,-2.53,182644,3863,-11026,1.81,https://finance.naver.com/item/board.naver?code=348370,20,6192,29,40,12.7,31.4,31,2022,4,5
"086520",2022-04-05,에코프로,24359,101600,90900,101600,90500,11600,12.89,1747136,152926,302544,8.75,https://finance.naver.com/item/board.naver?code=086520,198,51924,614,438,11.560606,26.974747,145,2022,4,5
"293490",2022-04-05,카카오게임즈,61971,79500,79400,80300,78800,700,0.89,491159,63331,31326,10.75,https://finance.naver.com/item/board.naver?code=293490,205,25503,372,186,13.595122,76.69756,279,2022,4,5
"215600",2022-04-05,신라젠,12447,12100,0,0,0,0,0.0,0,0,0,2.24,https://finance.naver.com/item/board.naver?code=215600,9,1932,28,13,13.444445,287.66666,10,2022,4,5
"091990",2022-04-05,셀트리온헬스케어,100014,64500,64400,64800,63800,100,0.16,264556,10323,-14015,15.25,https://finance.naver.com/item/board.naver?code=091990,57,8950,139,62,11.508772,182.85965,33,2022,4,5
"253450",2022-04-05,스튜디오드래곤,27493,91600,91700,92000,90900,100,-0.11,40834,-3822,3845,10.87,https://finance.naver.com/item/board.naver?code=253450,7,1312,9,1,13.0,104.42857,2,2022,4,5
"041510",2022-04-05,에스엠,19138,80500,82200,82600,79700,1700,-2.07,590010,-44334,12791,17.29,https://finance.naver.com/item/board.naver?code=041510,37,14705,221,158,15.378378,65.16216,28,2022,4,5
"263750",2022-04-05,펄어비스,70062,105800,105300,107000,104500,1600,1.54,368413,29238,54951,13.44,https://finance.naver.com/item/board.naver?code=263750,,,,,,,,2022,4,5
"376300",2022-04-05,디어유,12395,56400,59400,59400,56400,2500,-4.24,208548,-35407,-7968,1.63,https://finance.naver.com/item/board.naver?code=376300,11,2160,19,13,12.272727,20.0,10,2022,4,5
"215600",2022-04-06,신라젠,12447,12100,0,0,0,0,0.0,0,0,0,2.24,https://finance.naver.com/item/board.naver?code=215600,4,676,8,3,12.25,139.25,6,2022,4,6
"376300",2022-04-06,디어유,11868,54000,55800,56200,53300,2400,-4.26,269201,-54264,26853,1.6,https://finance.naver.com/item/board.naver?code=376300,3,1160,9,5,10.0,25.0,1,2022,4,6
"032500",2022-04-06,케이엠더블유,13240,33250,34250,34400,33250,1500,-4.32,230099,-35670,-53455,3.68,https://finance.naver.com/item/board.naver?code=032500,9,2127,39,0,12.0,35.88889,15,2022,4,6
"222800",2022-04-06,심텍,17042,53500,54000,55000,53300,0,0.0,777952,-16179,-239137,15.97,https://finance.naver.com/item/board.naver?code=222800,42,8019,76,43,13.904762,117.85714,12,2022,4,6
"005290",2022-04-06,동진쎄미켐,19023,37000,37200,37400,36850,850,-2.25,577610,-100850,100391,8.32,https://finance.naver.com/item/board.naver?code=005290,23,3726,52,119,12.478261,32.347828,14,2022,4,6
"298380",2022-04-06,에이비엘바이오,12205,25850,25750,26000,25200,50,-0.19,370206,-28527,10986,2.79,https://finance.naver.com/item/board.naver?code=298380,72,11540,304,96,11.222222,115.06944,58,2022,4,6
"034230",2022-04-06,파라다이스,16051,17650,17650,17850,17500,50,-0.28,809047,-209071,9591,5.29,https://finance.naver.com/item/board.naver?code=034230,5,1001,7,0,14.8,110.4,2,2022,4,6
"086520",2022-04-06,에코프로,24335,101500,100200,103000,99200,100,-0.1,849622,-13482,-30807,10.02,https://finance.naver.com/item/board.naver?code=086520,78,21946,218,268,11.833333,34.23077,86,2022,4,6
"096530",2022-04-06,씨젠,25930,49650,50900,50900,49650,1250,-2.46,417163,-62087,-148764,17.03,https://finance.naver.com/item/board.naver?code=096530,284,21718,783,259,13.088028,66.48239,120,2022,4,6
"056190",2022-04-06,에스에프에이,13986,38950,39350,39850,38700,850,-2.14,109266,-7326,8514,14.97,https://finance.naver.com/item/board.naver?code=056190,2,571,3,7,21.0,83.0,0,2022,4,6
"003380",2022-04-06,하림지주,11537,10300,10400,10400,10050,200,-1.9,379906,-87818,-51278,7.23,https://finance.naver.com/item/board.naver?code=003380,17,2663,91,28,7.7647057,65.882355,9,2022,4,6
"237690",2022-04-06,에스티팜,18113,96300,97300,97300,95600,1600,-1.63,89119,-22000,-5666,0.0,https://finance.naver.com/item/board.naver?code=237690,19,6059,128,61,12.157895,31.31579,28,2022,4,6
"357780",2022-04-06,솔브레인,18225,234300,237000,237100,234100,5700,-2.37,15518,-4832,-2669,27.75,https://finance.naver.com/item/board.naver?code=357780,4,556,4,11,12.5,24.5,1,2022,4,6
"091990",2022-04-06,셀트리온헬스케어,96758,62400,64000,64200,62100,2100,-3.26,675989,-294127,-89551,15.25,https://finance.naver.com/item/board.naver?code=091990,191,13942,319,92,12.4921465,43.005234,50,2022,4,6
"240810",2022-04-06,원익IPS,18308,37300,37500,38050,37250,850,-2.23,187863,-46126,2987,19.44,https://finance.naver.com/item/board.naver?code=240810,,,,,,,,2022,4,6
"030190",2022-04-06,NICE평가정보,11809,19450,19500,19550,19150,200,-1.02,99545,-40953,23665,38.49,https://finance.naver.com/item/board.naver?code=030190,,,,,,,,2022,4,6
"145020",2022-04-06,휴젤,14132,114100,113100,116300,112400,2600,2.33,288403,26939,-43913,67.42,https://finance.naver.com/item/board.naver?code=145020,133,16030,242,189,13.518797,51.601505,123,2022,4,6
"064760",2022-04-06,티씨케이,14547,124600,125200,126000,122800,3100,-2.43,40574,-387,-11606,68.01,https://finance.naver.com/item/board.naver?code=064760,4,524,4,3,8.75,37.25,3,2022,4,6
"035900",2022-04-06,JYP Ent.,22221,62600,61300,63200,60900,600,0.97,516901,11249,58758,25.66,https://finance.naver.com/item/board.naver?code=035900,48,10204,486,257,13.645833,103.270836,72,2022,4,6
"293490",2022-04-06,카카오게임즈,61426,78800,79500,81000,78200,700,-0.88,865986,-25350,18550,10.78,https://finance.naver.com/item/board.naver?code=293490,195,22670,282,130,13.728205,52.0,198,2022,4,6
"263750",2022-04-06,펄어비스,68539,103500,104200,107000,102300,2300,-2.17,703951,-36256,-117056,13.54,https://finance.naver.com/item/board.naver?code=263750,338,31906,774,466,13.718935,89.28994,225,2022,4,6
"067160",2022-04-06,아프리카TV,16840,146500,150200,150800,145000,5500,-3.62,162800,-18969,-40043,40.38,https://finance.naver.com/item/board.naver?code=067160,32,5062,53,21,8.40625,22.25,17,2022,4,6
"098460",2022-04-06,고영,12461,18150,18300,18600,18000,400,-2.16,210737,-69735,-10649,63.16,https://finance.naver.com/item/board.naver?code=098460,8,1358,19,14,11.125,36.125,8,2022,4,6
"078600",2022-04-06,대주전자재료,14908,96300,96500,98300,95200,1900,-1.93,202757,-14597,-53927,13.45,https://finance.naver.com/item/board.naver?code=078600,3,465,9,6,8.666667,25.0,0,2022,4,6
"253450",2022-04-06,스튜디오드래곤,27013,90000,91100,91300,89500,1600,-1.75,115980,-56500,51668,10.91,https://finance.naver.com/item/board.naver?code=253450,4,1545,4,3,12.5,248.75,3,2022,4,6
"215200",2022-04-06,메가스터디교육,11874,100100,100500,100600,98900,500,-0.5,38026,-13137,12637,31.84,https://finance.naver.com/item/board.naver?code=215200,3,1048,24,7,7.0,70.0,8,2022,4,6
"041510",2022-04-06,에스엠,19114,80400,79500,81900,79000,100,-0.12,556190,52675,4665,17.34,https://finance.naver.com/item/board.naver?code=041510,32,11664,198,166,14.875,173.84375,58,2022,4,6
"078340",2022-04-06,컴투스,15633,121500,114500,122100,113600,6200,5.38,427097,19053,51724,11.17,https://finance.naver.com/item/board.naver?code=078340,89,12320,180,128,12.719101,65.52809,78,2022,4,6
"028300",2022-04-06,HLB,31876,29900,30700,30700,29800,950,-3.08,570574,-135467,-154998,13.27,https://finance.naver.com/item/board.naver?code=028300,226,16630,452,121,10.623894,58.402657,108,2022,4,6
"348370",2022-04-06,엔켐,14422,94800,95000,95900,92700,1600,-1.66,198682,-47707,16739,1.74,https://finance.naver.com/item/board.naver?code=348370,29,3899,49,24,14.4827585,67.24138,13,2022,4,6
"122870",2022-04-06,와이지엔터테인먼트,11885,64400,64800,65800,64300,1400,-2.13,487740,-110874,107180,7.12,https://finance.naver.com/item/board.naver?code=122870,82,11569,221,172,14.158537,56.0,81,2022,4,6
"112040",2022-04-06,위메이드,36192,107800,104000,113500,103300,2100,1.99,1586667,-5381,107567,6.82,https://finance.naver.com/item/board.naver?code=112040,435,64392,1343,516,12.956322,45.3977,324,2022,4,6
"058470",2022-04-06,리노공업,26628,174700,177500,179900,174600,5500,-3.05,60320,-15008,-22026,47.89,https://finance.naver.com/item/board.naver?code=058470,2,1043,3,5,11.5,24.5,4,2022,4,6
"035760",2022-04-06,CJ ENM,28376,129400,132500,132500,129400,3200,-2.41,81019,-31445,-6521,21.38,https://finance.naver.com/item/board.naver?code=035760,8,2726,16,23,13.125,56.125,8,2022,4,6
"048410",2022-04-06,현대바이오,11442,29100,29300,29750,28800,100,-0.34,694800,-46576,18712,2.76,https://finance.naver.com/item/board.naver?code=048410,181,30102,992,455,12.447514,101.342545,221,2022,4,6
"039030",2022-04-06,이오테크닉스,13946,113200,112500,114100,111100,1600,-1.39,95631,9847,-22422,15.67,https://finance.naver.com/item/board.naver?code=039030,2,278,0,1,9.0,5.0,1,2022,4,6
"137400",2022-04-06,피엔티,11416,50200,50400,51400,49800,400,-0.79,172968,-29270,7752,8.27,https://finance.naver.com/item/board.naver?code=137400,20,4654,55,37,15.5,86.7,18,2022,4,6
"048260",2022-04-06,오스템임플란트,20386,142700,0,0,0,0,0.0,0,0,0,43.77,https://finance.naver.com/item/board.naver?code=048260,10,1279,17,10,11.9,29.9,6,2022,4,6
"196170",2022-04-06,알테오젠,22433,52600,55500,55500,51300,3800,-6.74,506234,-89105,-75541,11.98,https://finance.naver.com/item/board.naver?code=196170,131,21560,912,237,12.267176,67.64122,83,2022,4,6
"066970",2022-04-06,엘앤에프,82997,231000,223800,233000,223800,700,0.3,519344,-46959,96214,21.11,https://finance.naver.com/item/board.naver?code=066970,116,22233,362,247,12.206897,59.646553,140,2022,4,6
"195940",2022-04-06,HK이노엔,12573,43500,44750,44800,43400,1500,-3.33,175367,-28630,-40576,3.49,https://finance.naver.com/item/board.naver?code=195940,68,6791,132,34,11.235294,65.29412,41,2022,4,6
"068760",2022-04-06,셀트리온제약,33994,93000,95400,95500,92800,3300,-3.43,108686,-22503,-8823,7.36,https://finance.naver.com/item/board.naver?code=068760,44,4064,13,6,11.840909,33.5,24,2022,4,6
"278280",2022-04-06,천보,33400,334000,333600,338300,327200,5900,-1.74,107280,-29172,1292,10.2,https://finance.naver.com/item/board.naver?code=278280,10,1631,3,1,8.3,24.0,4,2022,4,6
"247540",2022-04-06,에코프로비엠,97133,423800,405100,423800,403000,8900,2.15,323303,12381,-68297,12.55,https://finance.naver.com/item/board.naver?code=247540,112,13284,184,137,15.857142,52.660713,54,2022,4,6
"053800",2022-04-06,안랩,11616,116000,121600,122200,115100,5600,-4.61,358262,-2288,-13450,31.16,https://finance.naver.com/item/board.naver?code=053800,327,73542,968,554,11.051988,48.012234,218,2022,4,6
"214150",2022-04-06,클래시스,14931,23050,22050,23500,22000,750,3.36,736180,-15093,102038,65.49,https://finance.naver.com/item/board.naver?code=214150,26,3884,43,40,12.269231,26.653847,15,2022,4,6
"025900",2022-04-06,동화기업,18181,90000,87500,90600,86300,1600,1.81,176851,44629,-12387,42.97,https://finance.naver.com/item/board.naver?code=025900,1,255,1,0,1.0,13.0,0,2022,4,6
"108320",2022-04-06,LX세미콘,22786,140100,144600,145600,139500,6900,-4.69,249737,-38243,-23027,34.99,https://finance.naver.com/item/board.naver?code=108320,38,8835,118,54,10.078947,71.73684,24,2022,4,6
"036930",2022-04-06,주성엔지니어링,11773,24400,24500,24800,24150,500,-2.01,724484,-125920,186176,13.57,https://finance.naver.com/item/board.naver?code=036930,8,2037,45,25,13.75,37.375,6,2022,4,6
"299900",2022-04-06,위지윅스튜디오,16943,39650,39300,40350,39250,100,-0.25,193599,4759,-6205,6.52,https://finance.naver.com/item/board.naver?code=299900,6,1317,6,4,8.166667,15.666667,5,2022,4,6
"041510",2022-04-07,에스엠,18519,77900,79600,80300,77500,2500,-3.11,565267,-30259,-53185,17.36,https://finance.naver.com/item/board.naver?code=041510,48,8624,181,139,13.916667,123.875,24,2022,4,7
"293490",2022-04-07,카카오게임즈,59165,75900,77900,78100,75600,2900,-3.68,673776,-112535,-34227,10.82,https://finance.naver.com/item/board.naver?code=293490,207,22143,221,175,12.898551,58.83575,197,2022,4,7
"195940",2022-04-07,HK이노엔,12284,42500,43000,43050,42100,1000,-2.3,114992,-15075,1671,3.24,https://finance.naver.com/item/board.naver?code=195940,63,5517,138,10,11.888889,44.603176,46,2022,4,7
"237690",2022-04-07,에스티팜,17812,94700,95300,95600,94100,1600,-1.66,61184,-8352,-6772,0.0,https://finance.naver.com/item/board.naver?code=237690,22,4757,82,78,14.5,76.681816,26,2022,4,7
"025900",2022-04-07,동화기업,17575,87000,88700,90900,86200,3000,-3.33,150559,3603,4007,42.93,https://finance.naver.com/item/board.naver?code=025900,5,776,1,0,7.4,23.0,0,2022,4,7
