date,code,name,market_cap,price,open_price,high_price,low_price,gap,gap_ratio,trading_volume,institutional_volume,foreign_volume,foreign_ratio,forum_url
2022-04-08,237690,에스티팜,17944,95400,95700,95700,93400,700,0.74,41901,-1410,-873,0.0,https://finance.naver.com/item/board.naver?code=237690
2022-04-08,222800,심텍,17488,54900,55200,55200,53500,200,0.37,450055,6469,-104254,15.41,https://finance.naver.com/item/board.naver?code=222800
2022-04-08,67160,아프리카TV,16782,146000,142200,146400,142200,4600,3.25,80951,4161,16433,39.83,https://finance.naver.com/item/board.naver?code=067160
2022-04-08,299900,위지윅스튜디오,15896,37200,38200,38500,36650,850,-2.23,217828,-3980,-14559,6.4,https://finance.naver.com/item/board.naver?code=299900
2022-04-08,34230,파라다이스,15278,16800,17000,17000,16550,150,-0.88,481733,-32091,-88612,5.25,https://finance.naver.com/item/board.naver?code=034230
2022-04-08,78600,대주전자재료,15186,98100,94000,98500,94000,4600,4.92,320650,12526,30483,12.89,https://finance.naver.com/item/board.naver?code=078600
2022-04-08,214150,클래시스,15028,23200,22750,23600,22650,650,2.88,536904,40349,36078,65.61,https://finance.naver.com/item/board.naver?code=214150
2022-04-08,145020,휴젤,14924,120500,113500,122600,113100,9000,8.07,271725,39744,46839,66.94,https://finance.naver.com/item/board.naver?code=145020
2022-04-08,348370,엔켐,14833,97500,94800,98100,94400,3400,3.61,206862,26773,25804,1.82,https://finance.naver.com/item/board.naver?code=348370
2022-04-08,64760,티씨케이,14605,125100,124600,125300,122200,300,0.24,22612,-4164,1061,67.77,https://finance.naver.com/item/board.naver?code=064760
2022-04-08,78340,컴투스,14385,111800,117800,117800,111100,4700,-4.03,249480,-3641,-85119,11.35,https://finance.naver.com/item/board.naver?code=078340
2022-04-08,56190,에스에프에이,14220,39600,39350,39800,38950,550,1.41,69691,36171,-25515,14.96,https://finance.naver.com/item/board.naver?code=056190
2022-04-08,39030,이오테크닉스,14057,114100,114200,116500,112800,100,-0.09,52467,10326,-11888,15.45,https://finance.naver.com/item/board.naver?code=039030
2022-04-08,32500,케이엠더블유,13021,32700,32850,33200,32250,200,-0.61,106458,7103,-19250,3.56,https://finance.naver.com/item/board.naver?code=032500
2022-04-08,215600,신라젠,12447,12100,0,0,0,0,0.0,0,0,0,2.24,https://finance.naver.com/item/board.naver?code=215600
2022-04-08,298380,에이비엘바이오,12229,25900,26450,26500,25600,100,-0.38,431405,-34009,-62168,2.88,https://finance.naver.com/item/board.naver?code=298380
2022-04-08,195940,HK이노엔,12212,42250,43250,43550,42000,250,-0.59,119112,-25126,-15985,3.23,https://finance.naver.com/item/board.naver?code=195940
2022-04-08,214370,케어젠,12140,113000,98000,114700,97300,17000,17.71,356387,6758,42592,2.69,https://finance.naver.com/item/board.naver?code=214370
2022-04-08,98460,고영,12118,17650,17700,17800,17400,0,0.0,175067,20626,-67320,63.08,https://finance.naver.com/item/board.naver?code=098460
2022-04-08,376300,디어유,11956,54400,53600,54700,53400,800,1.49,71625,-18,11242,1.59,https://finance.naver.com/item/board.naver?code=376300
2022-04-08,215200,메가스터디교육,11862,100000,101400,101400,99300,1500,-1.48,39238,4486,-14465,31.97,https://finance.naver.com/item/board.naver?code=215200
2022-04-08,30190,NICE평가정보,11839,19500,19550,19700,19250,200,-1.02,103511,20086,-32677,38.56,https://finance.naver.com/item/board.naver?code=030190
2022-04-08,48410,현대바이오,11638,29600,29200,30100,29150,300,1.02,594387,14019,246,2.96,https://finance.naver.com/item/board.naver?code=048410
2022-04-08,137400,피엔티,11598,51000,49700,51200,49550,1300,2.62,213438,3199,57270,8.32,https://finance.naver.com/item/board.naver?code=137400
2022-04-08,122870,와이지엔터테인먼트,11589,62800,62400,63700,61800,500,0.8,379869,-35381,-21117,8.41,https://finance.naver.com/item/board.naver?code=122870
2022-04-08,36930,주성엔지니어링,11483,23800,24850,24850,23450,800,-3.25,1159033,-228163,-174035,13.86,https://finance.naver.com/item/board.naver?code=036930
2022-04-08,166090,하나머티리얼즈,11378,57600,53800,58200,53800,3900,7.26,348036,50122,6647,25.55,https://finance.naver.com/item/board.naver?code=166090
2022-04-11,247540,에코프로비엠,104742,457000,471800,479100,457000,11500,-2.45,402646,2015,-75968,11.29,https://finance.naver.com/item/board.naver?code=247540
2022-04-11,91990,셀트리온헬스케어,93036,60000,61200,61400,59900,1600,-2.6,562170,-194099,6181,15.2,https://finance.naver.com/item/board.naver?code=091990
2022-04-11,66970,엘앤에프,82027,228300,244000,244700,227800,15700,-6.43,899753,-78016,-72162,21.67,https://finance.naver.com/item/board.naver?code=066970
2022-04-11,263750,펄어비스,64765,97800,98800,100400,96500,900,-0.91,342400,-39052,-2738,13.15,https://finance.naver.com/item/board.naver?code=263750
2022-04-11,293490,카카오게임즈,56671,72700,74600,75200,72500,2800,-3.71,625150,-128207,-62301,10.8,https://finance.naver.com/item/board.naver?code=293490
2022-04-11,112040,위메이드,32600,97100,99000,100800,96300,2800,-2.8,490086,-50219,-66693,5.78,https://finance.naver.com/item/board.naver?code=112040
2022-04-11,68760,셀트리온제약,32569,89100,90300,91400,88600,1800,-1.98,85286,-3334,17740,7.43,https://finance.naver.com/item/board.naver?code=068760
2022-04-11,28300,HLB,31183,29250,29750,30500,29250,550,-1.85,614213,-74017,-89739,13.03,https://finance.naver.com/item/board.naver?code=028300
2022-04-11,278280,천보,30950,309500,332000,333200,309000,22000,-6.64,126245,-44212,-5822,10.22,https://finance.naver.com/item/board.naver?code=278280
2022-04-11,35760,CJ ENM,27477,125300,126100,126800,124900,800,-0.63,41506,-13648,1717,21.21,https://finance.naver.com/item/board.naver?code=035760
2022-04-11,253450,스튜디오드래곤,27073,90200,91900,92400,89900,1800,-1.96,81985,-3948,4097,11.09,https://finance.naver.com/item/board.naver?code=253450
2022-04-11,58470,리노공업,26506,173900,175600,175800,172300,1600,-0.91,23134,-3629,-2255,47.61,https://finance.naver.com/item/board.naver?code=058470
2022-04-11,96530,씨젠,23423,44850,48600,48900,44800,4200,-8.56,1167703,-76846,-163979,16.63,https://finance.naver.com/item/board.naver?code=096530
2022-04-11,108320,LX세미콘,23258,143000,142400,146500,141800,1200,-0.83,141762,3446,9910,35.14,https://finance.naver.com/item/board.naver?code=108320
2022-04-11,35900,JYP Ent.,22896,64500,64500,65300,63900,200,-0.31,433627,-45157,72764,26.01,https://finance.naver.com/item/board.naver?code=035900
2022-04-11,86520,에코프로,22441,93600,98400,99500,93000,6000,-6.02,691123,-46447,-106623,8.75,https://finance.naver.com/item/board.naver?code=086520
2022-04-11,196170,알테오젠,22219,52100,52900,53700,51900,900,-1.7,117236,-27356,29936,11.96,https://finance.naver.com/item/board.naver?code=196170
2022-04-11,48260,오스템임플란트,20386,142700,0,0,0,0,0.0,0,0,0,43.77,https://finance.naver.com/item/board.naver?code=048260
2022-04-11,5290,동진쎄미켐,18766,36500,37300,37350,36300,1100,-2.93,520897,-121153,3228,8.44,https://finance.naver.com/item/board.naver?code=005290
2022-04-11,357780,솔브레인,18132,233100,237300,237400,232800,4200,-1.77,9744,-2383,41,27.72,https://finance.naver.com/item/board.naver?code=357780
2022-04-11,41510,에스엠,17806,74900,77300,78100,74800,2100,-2.73,415947,-54011,32221,16.83,https://finance.naver.com/item/board.naver?code=041510
2022-04-11,240810,원익IPS,17719,36100,37000,37000,36050,1050,-2.83,181003,-19933,-63652,19.35,https://finance.naver.com/item/board.naver?code=240810
2022-04-11,237690,에스티팜,17417,92600,94700,94700,92500,2800,-2.94,89542,-23713,-6565,0.0,https://finance.naver.com/item/board.naver?code=237690
2022-04-11,222800,심텍,17201,54000,54900,55200,53400,900,-1.64,324005,-31166,-3690,15.1,https://finance.naver.com/item/board.naver?code=222800
2022-04-11,25900,동화기업,17050,84400,90500,90600,84400,5800,-6.43,155435,-31440,5596,42.92,https://finance.naver.com/item/board.naver?code=025900
2022-04-11,67160,아프리카TV,16369,142400,144200,147800,142200,3600,-2.47,80586,-24370,9955,40.04,https://finance.naver.com/item/board.naver?code=067160
2022-04-11,299900,위지윅스튜디오,15405,36050,36400,37450,36000,1150,-3.09,149453,2811,-7858,6.36,https://finance.naver.com/item/board.naver?code=299900
2022-04-11,214150,클래시스,15352,23700,23150,24400,23100,500,2.16,1020349,73136,31596,65.65,https://finance.naver.com/item/board.naver?code=214150
2022-04-11,145020,휴젤,15246,123100,122200,125400,118500,2600,2.16,189059,35014,-4538,67.3,https://finance.naver.com/item/board.naver?code=145020
2022-04-11,34230,파라다이스,15233,16750,16800,16950,16550,50,-0.3,546589,-177736,-47366,5.14,https://finance.naver.com/item/board.naver?code=034230
2022-04-11,78600,대주전자재료,14428,93200,98100,99900,92900,4900,-4.99,293107,-4055,-114779,13.08,https://finance.naver.com/item/board.naver?code=078600
2022-04-11,348370,엔켐,14224,93500,97000,98400,92700,4000,-4.1,144602,-14701,-24431,1.99,https://finance.naver.com/item/board.naver?code=348370
2022-04-11,56190,에스에프에이,14202,39550,39700,39900,38800,50,-0.13,94731,21097,-24339,14.88,https://finance.naver.com/item/board.naver?code=056190
2022-04-11,64760,티씨케이,14115,120900,125000,125000,120900,4200,-3.36,26669,-3097,-5066,67.8,https://finance.naver.com/item/board.naver?code=064760
2022-04-11,78340,컴투스,14089,109500,111700,111700,108700,2300,-2.06,142830,-3413,-15253,10.68,https://finance.naver.com/item/board.naver?code=078340
2022-04-11,39030,이오테크닉스,13699,111200,113100,113900,110900,2900,-2.54,41828,-3921,8783,15.33,https://finance.naver.com/item/board.naver?code=039030
2022-04-11,32500,케이엠더블유,12563,31550,32600,32600,31450,1150,-3.52,144290,-17312,-43783,3.52,https://finance.naver.com/item/board.naver?code=032500
2022-04-11,215600,신라젠,12447,12100,0,0,0,0,0.0,0,0,0,2.24,https://finance.naver.com/item/board.naver?code=215600
2022-04-11,214370,케어젠,12129,112900,110500,118400,109500,100,-0.09,129714,-10319,-20362,3.13,https://finance.naver.com/item/board.naver?code=214370
2022-04-11,98460,고영,11912,17350,17550,17600,17200,300,-1.7,217839,-38284,-65402,62.98,https://finance.naver.com/item/board.naver?code=098460
2022-04-11,195940,HK이노엔,11909,41200,42150,42200,41000,1050,-2.49,117877,-23529,11336,3.16,https://finance.naver.com/item/board.naver?code=195940
2022-04-11,215200,메가스터디교육,11803,99500,100000,100200,98800,500,-0.5,38584,-10451,10662,31.85,https://finance.naver.com/item/board.naver?code=215200
2022-04-11,166090,하나머티리얼즈,11792,59700,57800,62100,57800,2100,3.65,434752,-21160,-17596,25.58,https://finance.naver.com/item/board.naver?code=166090
2022-04-11,30190,NICE평가정보,11688,19250,19350,19500,19050,250,-1.28,83084,4269,-8123,38.5,https://finance.naver.com/item/board.naver?code=030190
2022-04-11,36930,주성엔지니어링,11532,23900,23900,24300,23300,100,0.42,636161,-49470,63265,13.49,https://finance.naver.com/item/board.naver?code=036930
2022-04-11,298380,에이비엘바이오,11520,24400,25800,25800,24350,1500,-5.79,681715,-131047,-61554,2.76,https://finance.naver.com/item/board.naver?code=298380
2022-04-11,48410,현대바이오,11442,29100,29500,29500,29000,500,-1.69,414248,-24421,-19792,3.0,https://finance.naver.com/item/board.naver?code=048410
2022-04-11,122870,와이지엔터테인먼트,11423,61900,63000,63900,61200,900,-1.43,245943,-41550,-4840,8.24,https://finance.naver.com/item/board.naver?code=122870
2022-04-11,376300,디어유,11274,51300,54400,54400,51300,3100,-5.7,132968,-49118,7285,1.64,https://finance.naver.com/item/board.naver?code=376300
2022-04-11,137400,피엔티,11257,49500,51100,51100,49300,1500,-2.94,179771,-5808,-45531,8.56,https://finance.naver.com/item/board.naver?code=137400
2022-04-12,247540,에코프로비엠,101625,443400,446300,451900,437300,13600,-2.98,340264,13490,-69410,10.84,https://finance.naver.com/item/board.naver?code=247540
2022-04-12,91990,셀트리온헬스케어,92881,59900,59400,60400,59000,100,-0.17,500429,-49373,12393,15.2,https://finance.naver.com/item/board.naver?code=091990
2022-04-12,66970,엘앤에프,82818,230500,221500,232500,220600,2200,0.96,573652,13023,5771,21.47,https://finance.naver.com/item/board.naver?code=066970
2022-04-12,263750,펄어비스,66619,100600,99500,104600,97300,2800,2.86,1485993,-6876,-48939,13.16,https://finance.naver.com/item/board.naver?code=263750
2022-04-12,293490,카카오게임즈,51994,66700,70000,72000,66300,6000,-8.25,2544502,-809911,-163217,10.72,https://finance.naver.com/item/board.naver?code=293490
2022-04-12,68760,셀트리온제약,32094,87800,88100,89500,87400,1300,-1.46,65482,-1683,7693,7.48,https://finance.naver.com/item/board.naver?code=068760
2022-04-12,28300,HLB,30970,29050,29100,29400,28900,200,-0.68,332805,-2457,-64721,12.97,https://finance.naver.com/item/board.naver?code=028300
2022-04-12,278280,천보,30830,308300,309500,309500,301500,1200,-0.39,69388,-1690,-6254,10.16,https://finance.naver.com/item/board.naver?code=278280
2022-04-12,112040,위메이드,28806,85800,95300,96100,85700,11300,-11.64,1649531,-165085,-169056,5.56,https://finance.naver.com/item/board.naver?code=112040
2022-04-12,253450,스튜디오드래곤,27283,90900,89300,91000,88000,700,0.78,127252,11723,23652,11.12,https://finance.naver.com/item/board.naver?code=253450
2022-04-12,35760,CJ ENM,26995,123100,124100,124500,122000,2200,-1.76,71849,-8090,-25428,21.22,https://finance.naver.com/item/board.naver?code=035760
2022-04-12,58470,리노공업,26796,175800,172100,177000,171800,1900,1.09,34234,12595,-9669,47.6,https://finance.naver.com/item/board.naver?code=058470
2022-04-12,108320,LX세미콘,23746,146000,145800,148400,143200,3000,2.1,295286,31094,-18225,35.17,https://finance.naver.com/item/board.naver?code=108320
2022-04-12,96530,씨젠,23110,44250,44400,45200,44100,600,-1.34,523665,74432,21285,16.41,https://finance.naver.com/item/board.naver?code=096530
2022-04-12,35900,JYP Ent.,22186,62500,63600,64800,61400,2000,-3.1,910938,-240271,283378,26.21,https://finance.naver.com/item/board.naver?code=035900
2022-04-12,196170,알테오젠,22177,52000,51800,52700,51000,100,-0.19,141509,-33891,45432,12.03,https://finance.naver.com/item/board.naver?code=196170
2022-04-12,86520,에코프로,22034,91900,90900,92600,89500,1700,-1.82,430048,10577,38041,8.3,https://finance.naver.com/item/board.naver?code=086520
2022-04-12,48260,오스템임플란트,20386,142700,0,0,0,0,0.0,0,0,0,43.77,https://finance.naver.com/item/board.naver?code=048260
2022-04-12,5290,동진쎄미켐,18766,36500,35800,36600,35550,0,0.0,376681,-13289,57059,8.45,https://finance.naver.com/item/board.naver?code=005290
2022-04-12,357780,솔브레인,18194,233900,229000,234800,228800,800,0.34,11952,395,1131,27.72,https://finance.naver.com/item/board.naver?code=357780
2022-04-12,240810,원익IPS,17891,36450,35800,36650,35600,350,0.97,123915,-17076,8058,19.23,https://finance.naver.com/item/board.naver?code=240810
2022-04-12,41510,에스엠,17759,74700,74500,75200,73300,200,-0.27,329742,-38578,-19383,16.96,https://finance.naver.com/item/board.naver?code=041510
2022-04-12,237690,에스티팜,17360,92300,91400,93200,90600,300,-0.32,53907,-13915,5935,0.0,https://finance.naver.com/item/board.naver?code=237690
2022-04-12,25900,동화기업,17070,84500,83400,85500,82300,100,0.12,99644,12426,-1175,42.92,https://finance.naver.com/item/board.naver?code=025900
2022-04-12,222800,심텍,17042,53500,53000,54700,52900,500,-0.93,348191,-38884,6451,15.09,https://finance.naver.com/item/board.naver?code=222800
2022-04-12,67160,아프리카TV,16196,140900,142000,143200,139500,1500,-1.05,58981,-4186,-6856,40.17,https://finance.naver.com/item/board.naver?code=067160
2022-04-12,145020,휴젤,15024,121300,120000,123100,119300,1800,-1.46,100995,16886,-26173,67.26,https://finance.naver.com/item/board.naver?code=145020
2022-04-12,299900,위지윅스튜디오,14956,35000,35250,35900,34700,1050,-2.91,226741,-34557,30979,6.34,https://finance.naver.com/item/board.naver?code=299900
2022-04-12,34230,파라다이스,14915,16400,16500,16700,16350,350,-2.09,477523,-60689,-122710,5.11,https://finance.naver.com/item/board.naver?code=034230
2022-04-12,214150,클래시스,14737,22750,23550,23550,22200,950,-4.01,666063,-118929,-52805,65.7,https://finance.naver.com/item/board.naver?code=214150
2022-04-12,78600,대주전자재료,14335,92600,91600,93300,91000,600,-0.64,121163,1199,-23674,12.34,https://finance.naver.com/item/board.naver?code=078600
2022-04-12,56190,에스에프에이,14292,39800,39300,40100,38850,250,0.63,85291,33634,-22501,14.81,https://finance.naver.com/item/board.naver?code=056190
2022-04-12,64760,티씨케이,14232,121900,119600,122100,118800,1000,0.83,17439,-265,4073,67.79,https://finance.naver.com/item/board.naver?code=064760
2022-04-12,39030,이오테크닉스,13761,111700,110300,112500,109500,500,0.45,39591,-3195,9297,15.42,https://finance.naver.com/item/board.naver?code=039030
2022-04-12,348370,엔켐,13646,89700,91000,92300,88300,3800,-4.06,189881,-34453,5279,1.83,https://finance.naver.com/item/board.naver?code=348370
2022-04-12,78340,컴투스,13111,101900,107100,108700,101500,7600,-6.94,349515,-50716,1736,10.58,https://finance.naver.com/item/board.naver?code=078340
2022-04-12,215600,신라젠,12447,12100,0,0,0,0,0.0,0,0,0,2.24,https://finance.naver.com/item/board.naver?code=215600
2022-04-12,214370,케어젠,12344,114900,111000,116200,108400,2000,1.77,93139,1281,-1289,2.94,https://finance.naver.com/item/board.naver?code=214370
2022-04-12,32500,케이엠더블유,12325,30950,31050,31300,30700,600,-1.9,137617,-15288,-26561,3.43,https://finance.naver.com/item/board.naver?code=032500
2022-04-12,166090,하나머티리얼즈,11990,60700,58400,61600,56700,1000,1.68,252210,55735,-37127,25.5,https://finance.naver.com/item/board.naver?code=166090
2022-04-12,195940,HK이노엔,11923,41250,40650,41250,40600,50,0.12,83135,-10067,7183,3.2,https://finance.naver.com/item/board.naver?code=195940
2022-04-12,98460,고영,11843,17250,17050,17400,17050,100,-0.58,201281,-4885,-47290,62.89,https://finance.naver.com/item/board.naver?code=098460
2022-04-12,215200,메가스터디교육,11814,99600,99600,100300,97000,100,0.1,51408,2787,2343,31.94,https://finance.naver.com/item/board.naver?code=215200
2022-04-12,376300,디어유,11670,53100,51000,53900,50500,1800,3.51,111969,8145,4592,1.67,https://finance.naver.com/item/board.naver?code=376300
2022-04-12,298380,에이비엘바이오,11615,24600,23900,24700,23850,200,0.82,332865,2840,60167,2.67,https://finance.naver.com/item/board.naver?code=298380
2022-04-12,122870,와이지엔터테인먼트,11589,62800,61400,63200,61000,900,1.45,229064,25157,-15639,8.22,https://finance.naver.com/item/board.naver?code=122870
2022-04-12,36930,주성엔지니어링,11483,23800,23400,24150,23200,100,-0.42,783889,-23520,168236,13.63,https://finance.naver.com/item/board.naver?code=036930
2022-04-12,30190,NICE평가정보,11414,18800,19200,19200,18700,450,-2.34,112294,-4312,-27320,38.49,https://finance.naver.com/item/board.naver?code=030190
2022-04-12,3380,하림지주,11257,10050,9960,10100,9910,0,0.0,197737,3851,29831,7.04,https://finance.naver.com/item/board.naver?code=003380
2022-04-12,137400,피엔티,11189,49200,48250,50200,48150,300,-0.61,153834,3616,13208,8.38,https://finance.naver.com/item/board.naver?code=137400
2022-04-13,247540,에코프로비엠,106438,464400,449400,468500,448500,21000,4.74,310863,18648,3139,10.48,https://finance.naver.com/item/board.naver?code=247540
2022-04-13,91990,셀트리온헬스케어,95672,61700,59700,61700,59700,1800,3.01,430522,95424,38157,15.19,https://finance.naver.com/item/board.naver?code=091990
2022-04-13,66970,엘앤에프,84075,234000,232700,235500,226500,3500,1.52,423926,31310,-31028,21.48,https://finance.naver.com/item/board.naver?code=066970
2022-04-13,263750,펄어비스,66619,100600,101800,102700,97800,0,0.0,442669,33352,-81323,13.07,https://finance.naver.com/item/board.naver?code=263750
2022-04-13,293490,카카오게임즈,51370,65900,66000,67400,65000,800,-1.2,1491510,-390223,121106,10.39,https://finance.naver.com/item/board.naver?code=293490
2022-04-13,68760,셀트리온제약,33117,90600,87600,90600,87600,2800,3.19,71326,15558,11090,7.51,https://finance.naver.com/item/board.naver?code=068760
2022-04-13,28300,HLB,32676,30650,29250,30650,29050,1600,5.51,520472,74536,84244,12.92,https://finance.naver.com/item/board.naver?code=028300
2022-04-13,278280,천보,31260,312600,309000,314300,305200,4300,1.39,51132,8738,-12026,10.13,https://finance.naver.com/item/board.naver?code=278280
2022-04-13,112040,위메이드,28537,85000,85800,87200,82600,800,-0.93,723017,-52555,15957,4.84,https://finance.naver.com/item/board.naver?code=112040
2022-04-13,253450,스튜디오드래곤,28393,94600,91100,94600,90200,3700,4.07,300924,79013,66431,11.22,https://finance.naver.com/item/board.naver?code=253450
