date,code,name,market_cap,price,open_price,high_price,low_price,gap,gap_ratio,trading_volume,institutional_volume,foreign_volume,foreign_ratio,forum_url
2022-04-05,86520,에코프로,24359,101600,90900,101600,90500,11600,12.89,1747136,152926,302544,8.75,https://finance.naver.com/item/board.naver?code=086520
2022-04-05,196170,알테오젠,24053,56400,55900,56800,55300,600,1.08,123159,-31439,20733,11.97,https://finance.naver.com/item/board.naver?code=196170
2022-04-05,108320,LX세미콘,23909,147000,149000,149500,146200,1000,-0.68,128005,13536,-14870,35.07,https://finance.naver.com/item/board.naver?code=108320
2022-04-05,35900,JYP Ent.,22008,62000,61900,62900,60700,400,-0.64,558952,-61218,56962,25.55,https://finance.naver.com/item/board.naver?code=035900
2022-04-05,48260,오스템임플란트,20386,142700,0,0,0,0,0.0,0,0,0,43.77,https://finance.naver.com/item/board.naver?code=048260
2022-04-05,5290,동진쎄미켐,19460,37850,39000,39150,37750,750,-1.94,674653,-141583,-45747,8.42,https://finance.naver.com/item/board.naver?code=005290
2022-04-05,41510,에스엠,19138,80500,82200,82600,79700,1700,-2.07,590010,-44334,12791,17.29,https://finance.naver.com/item/board.naver?code=041510
2022-04-05,240810,원익IPS,18726,38150,37400,38500,37350,1000,2.69,276560,-2907,59155,19.29,https://finance.naver.com/item/board.naver?code=240810
2022-04-05,357780,솔브레인,18669,240000,242000,246200,239700,1600,-0.66,14108,-3077,-4349,27.81,https://finance.naver.com/item/board.naver?code=357780
2022-04-05,237690,에스티팜,18414,97900,97700,98800,97100,200,0.2,81653,-9871,-4713,0.0,https://finance.naver.com/item/board.naver?code=237690
2022-04-05,25900,동화기업,17858,88400,85600,89700,85000,4000,4.74,327800,111433,-37562,43.16,https://finance.naver.com/item/board.naver?code=025900
2022-04-05,67160,아프리카TV,17472,152000,154200,154700,151800,1600,-1.04,84430,9988,-28179,40.62,https://finance.naver.com/item/board.naver?code=067160
2022-04-05,222800,심텍,17042,53500,54600,55400,53300,600,-1.11,558252,-22588,-97186,16.08,https://finance.naver.com/item/board.naver?code=222800
2022-04-05,299900,위지윅스튜디오,16986,39750,38800,40300,38800,1550,4.06,375155,4957,28806,6.46,https://finance.naver.com/item/board.naver?code=299900
2022-04-05,34230,파라다이스,16097,17700,17700,18250,17150,200,1.14,2248386,392100,158402,5.1,https://finance.naver.com/item/board.naver?code=034230
2022-04-05,78600,대주전자재료,15202,98200,94900,99800,94700,4400,4.69,363482,9811,48390,13.14,https://finance.naver.com/item/board.naver?code=078600
2022-04-05,64760,티씨케이,14909,127700,127100,130200,127100,300,-0.23,23665,2746,-1515,68.02,https://finance.naver.com/item/board.naver?code=064760
2022-04-05,78340,컴투스,14835,115300,115100,116500,114400,1400,1.23,114437,-1894,12357,11.08,https://finance.naver.com/item/board.naver?code=078340
2022-04-05,348370,엔켐,14666,96400,100700,100700,95500,2500,-2.53,182644,3863,-11026,1.81,https://finance.naver.com/item/board.naver?code=348370
2022-04-05,214150,클래시스,14445,22300,22600,22900,22050,300,-1.33,549234,-47053,44793,65.41,https://finance.naver.com/item/board.naver?code=214150
2022-04-05,56190,에스에프에이,14292,39800,39700,39950,39400,150,0.38,65606,10489,3561,14.96,https://finance.naver.com/item/board.naver?code=056190
2022-04-05,39030,이오테크닉스,14143,114800,108500,115000,107500,6800,6.3,191534,14911,8876,15.6,https://finance.naver.com/item/board.naver?code=039030
2022-04-05,32500,케이엠더블유,13838,34750,34800,35500,34550,150,0.43,237216,7992,-39237,3.77,https://finance.naver.com/item/board.naver?code=032500
2022-04-05,145020,휴젤,13810,111500,110800,113100,108400,1600,1.46,246609,44783,-57850,67.89,https://finance.naver.com/item/board.naver?code=145020
2022-04-05,195940,HK이노엔,13007,45000,45150,45200,44850,50,-0.11,91873,-13686,-9394,3.53,https://finance.naver.com/item/board.naver?code=195940
2022-04-05,98460,고영,12735,18550,18600,18750,18350,50,0.27,194879,-1315,-24851,63.19,https://finance.naver.com/item/board.naver?code=098460
2022-04-05,215600,신라젠,12447,12100,0,0,0,0,0.0,0,0,0,2.24,https://finance.naver.com/item/board.naver?code=215600
2022-04-05,376300,디어유,12395,56400,59400,59400,56400,2500,-4.24,208548,-35407,-7968,1.63,https://finance.naver.com/item/board.naver?code=376300
2022-04-05,298380,에이비엘바이오,12229,25900,26750,26800,25750,650,-2.45,438310,-91104,-43423,2.88,https://finance.naver.com/item/board.naver?code=298380
2022-04-05,53800,안랩,12177,121600,119300,122200,118800,2800,2.36,319867,5946,21444,31.02,https://finance.naver.com/item/board.naver?code=053800
2022-04-05,122870,와이지엔터테인먼트,12143,65800,70300,70300,65200,4500,-6.4,1212087,-298352,-190415,8.16,https://finance.naver.com/item/board.naver?code=122870
2022-04-05,36930,주성엔지니어링,12014,24900,25600,26100,24700,350,-1.39,642261,-125815,-61394,13.7,https://finance.naver.com/item/board.naver?code=036930
2022-04-05,215200,메가스터디교육,11933,100600,100700,101400,99800,200,-0.2,52297,10012,-5375,31.89,https://finance.naver.com/item/board.naver?code=215200
